회사명,종합등급,환경,사회,지배구조,연도
AJ네트웍스,B,D,B,B,2020
AJ네트웍스,B,D,B,B,2021
AJ네트웍스,B+,C,B+,B+,2022
AJ네트웍스,B,D,B,B,2023
AJ네트웍스,B+,C,A,B+,2024
AK홀딩스,B+,C,B+,B+,2020
AK홀딩스,B+,B,B+,B+,2021
AK홀딩스,B+,B,A,B,2022
AK홀딩스,B+,B,B+,B+,2023
AK홀딩스,A,A,A+,B+,2024
BGF,B+,B,A,B+,2020
BGF,A,A,A+,A,2021
BGF,B+,A,A+,B,2022
BGF,A,A,A+,A,2023
BGF,A,A,A+,B+,2024
BGF리테일,A,B+,B+,A,2020
BGF리테일,A,A,A+,A,2021
BGF리테일,A,A,A+,A,2022
BGF리테일,A,A,A+,A,2023
BGF리테일,A,A,A+,A,2024
BNK금융지주,A+,B+,A+,A+,2020
BNK금융지주,A+,A,A+,A+,2021
BNK금융지주,A,A,A,A,2022
BNK금융지주,A+,A,A+,A+,2023
BNK금융지주,A,A,A+,A,2024
BYC,B,D,B,B+,2020
BYC,B,D,B,B+,2021
BYC,D,D,D,D,2022
BYC,B,D,B,B+,2023
BYC,D,D,D,D,2024
CJ,A,B,A,A,2020
CJ,A,B+,A+,A,2021
CJ,B+,B+,A,B+,2022
CJ,A,B+,A+,A,2023
CJ,A,A,A+,B+,2024
CJ CGV,A,B,A,A,2020
CJ CGV,A,B,A,A,2021
CJ CGV,B+,B,B+,B+,2022
CJ CGV,A,B,A,A,2023
CJ CGV,A,A,A+,B+,2024
CJ대한통운,A,A,B,A,2020
CJ대한통운,A,A,A+,A,2021
CJ대한통운,B+,B+,A+,B,2022
CJ대한통운,A,A,A+,A,2023
CJ대한통운,A,A,A+,B+,2024
CJ씨푸드,B,C,B+,B+,2020
CJ씨푸드,B,C,B+,B+,2021
CJ씨푸드,B,C,B,B,2022
CJ씨푸드,B,C,B+,B+,2023
CJ씨푸드,B+,B+,A,B,2024
CJ제일제당,A,A,A+,A,2020
CJ제일제당,A,A,A+,A,2021
CJ제일제당,A,A,A+,A,2021
CJ제일제당,A,A,A,B+,2022
CJ제일제당,A,A,A+,A,2023
CJ제일제당,A,A,A+,A,2023
CJ제일제당,A,A,A+,A,2024
CS홀딩스,C,D,C,B,2020
CS홀딩스,B,D,C,B+,2021
CS홀딩스,B,D,C,B+,2021
CS홀딩스,C,D,D,B,2022
CS홀딩스,B,D,C,B+,2023
CS홀딩스,B,D,C,B+,2023
CS홀딩스,C,D,D,B,2024
DB,B,D,B,B,2020
DB,B,D,B+,B+,2021
DB,B,D,B+,B+,2021
DB,B,D,B,B+,2022
DB,B,D,B+,B+,2023
DB,B,D,B+,B+,2023
DB,C,D,B,C,2024
DB금융투자,B,D,A,B,2020
DB금융투자,B,D,B+,B,2021
DB금융투자,B,D,B+,B,2021
DB금융투자,B,C,B,B,2022
DB금융투자,B,D,B+,B,2023
DB금융투자,B,D,B+,B,2023
DB금융투자,B,C,B,B+,2024
DB손해보험,B+,A,A,B+,2020
DB손해보험,A,A,A+,B+,2021
DB손해보험,A,A,A+,B+,2021
DB손해보험,B+,B+,A,B+,2022
DB손해보험,A,A,A+,B+,2023
DB손해보험,A,A,A+,B+,2023
DB손해보험,B+,B+,A,B+,2024
DB하이텍,B+,B+,A,B+,2020
DB하이텍,A,A,A,A,2021
DB하이텍,A,A,A,A,2021
DB하이텍,B,B,B+,B,2022
DB하이텍,A,A,A,A,2023
DB하이텍,A,A,A,A,2023
DB하이텍,B+,A,A,B,2024
DGB금융지주,A+,A,A+,A+,2020
DGB금융지주,A+,A,A+,A+,2021
DGB금융지주,A+,A,A+,A+,2021
DGB금융지주,A,A+,A+,A,2022
DGB금융지주,A+,A,A+,A+,2023
DGB금융지주,A+,A,A+,A+,2023
DGB금융지주,A,A+,A,A,2024
DL,B+,A,B+,B+,2020
DL,A,A+,A+,B+,2021
DL,A,A+,A+,B+,2021
DL,A,A,A+,A,2022
DL,A,A+,A+,B+,2023
DL,A,A+,A+,B+,2023
DL,A,A,A,A,2024
DL건설,B,B,B+,B,2020
DL건설,B+,B+,A,B+,2021
DL건설,B+,B+,A,B+,2021
DL건설,A,A,A,B+,2022
DL건설,B+,B+,A,B+,2023
DL건설,B+,B+,A,B+,2023
DL건설,A,A,A+,B+,2024
DL이앤씨,-,-,-,-,2021
DL이앤씨,-,-,-,-,2021
DL이앤씨,A,A,A,A,2022
DL이앤씨,-,-,-,-,2023
DL이앤씨,-,-,-,-,2023
DL이앤씨,A,A,B+,A,2024
DN오토모티브,B,B,C,B,2020
DN오토모티브,B,B,C,B+,2021
DN오토모티브,C,C,D,B,2022
DN오토모티브,B,B,C,B+,2023
DN오토모티브,C,C,B,D,2024
DRB동일,B,B,B,B,2020
DRB동일,B+,B,B+,B+,2021
DRB동일,C,D,B+,B,2022
DRB동일,B+,B,B+,B+,2023
DRB동일,B+,B,A,B+,2024
DSR,C,B,B,C,2020
DSR,B,B,B,B,2021
DSR,D,D,C,D,2022
DSR,B,B,B,B,2023
DSR,D,C,C,D,2024
DSR제강,C,C,B,C,2020
DSR제강,C,C,C,B+,2021
DSR제강,C,D,C,B,2022
DSR제강,C,C,C,B+,2023
DSR제강,C,C,C,B,2024
E1,B,C,A,B+,2020
E1,B+,B+,A,B+,2021
E1,B+,B+,B+,B+,2022
E1,B+,B+,A,B+,2023
E1,A,A,A,B+,2024
ESR켄달스퀘어리츠,-,-,-,-,2022
ESR켄달스퀘어리츠,-,-,-,-,2024
F&F,-,-,-,-,2021
F&F,-,-,-,-,2022
F&F,-,-,-,-,2023
F&F,B+,B+,A+,B,2024
F&F 홀딩스,D,D,C,C,2020
F&F 홀딩스,B+,B+,A,B+,2021
F&F 홀딩스,B,B,B+,B,2022
F&F 홀딩스,B+,B+,A,B+,2023
F&F 홀딩스,A,B+,A+,B+,2024
GKL,B+,C,A,A,2020
GKL,B+,B+,B+,B+,2021
GKL,A,B,A,A,2022
GKL,B+,B+,B+,B+,2023
GKL,B+,B,A,B+,2024
GS,B+,C,A,A,2020
GS,A,A,A,A,2021
GS,A,B+,A+,A,2022
GS,A,A,A,A,2023
GS,B,B+,A+,C,2024
GS건설,A,A,B+,A,2020
GS건설,A,A,A+,A,2021
GS건설,A,A,A,A,2022
GS건설,A,A,A+,A,2023
GS건설,A,A,B+,A,2024
GS글로벌,B,D,B+,B+,2020
GS글로벌,B+,B,B+,A,2021
GS글로벌,B+,C,B+,B+,2022
GS글로벌,B+,B,B+,A,2023
GS글로벌,B+,B+,B+,B+,2024
GS리테일,B,C,B,B+,2020
GS리테일,A,A,A,A,2021
GS리테일,A,B+,A,A,2022
GS리테일,A,A,A,A,2023
GS리테일,A,A+,A,A,2024
HDC,B+,C,B+,B+,2020
HDC,B+,B,B+,A,2021
HDC,C,D,B,C,2022
HDC,B+,B,B+,A,2023
HDC,B+,B+,A,B,2024
HDC랩스,C,D,C,B,2020
HDC랩스,B,C,B,B+,2021
HDC랩스,D,D,D,D,2022
HDC랩스,B,C,B,B+,2023
HDC랩스,D,D,D,C,2024
HDC현대EP,B,B,B+,B,2020
HDC현대EP,B+,B,B+,B+,2021
HDC현대EP,C,C,B,C,2022
HDC현대EP,B+,B,B+,B+,2023
HDC현대EP,B+,B+,B+,B,2024
HDC현대산업개발,C,C,C,B+,2020
HDC현대산업개발,B,B,C,B+,2021
HDC현대산업개발,C,D,C,B,2022
HDC현대산업개발,B,B,C,B+,2023
HDC현대산업개발,B+,B+,A,B,2024
HD한국조선해양,B+,B+,C,A,2020
HD한국조선해양,A,A,B+,A,2021
HD한국조선해양,B+,B+,A,B+,2022
HD한국조선해양,A,A,B+,A,2023
HD한국조선해양,A,A,A+,A,2024
HD현대,A,B+,A,A,2020
HD현대,A,A,A+,A,2021
HD현대,A,B+,A,A,2022
HD현대,A,A,A+,A,2023
HD현대,A,B+,A+,B+,2024
HD현대건설기계,A,B+,A,A,2020
HD현대건설기계,A,B+,A+,A,2021
HD현대건설기계,A,B+,A,A,2022
HD현대건설기계,A,B+,A+,A,2023
HD현대건설기계,A+,A+,A+,A,2024
HD현대마린엔진,B,C,B+,B+,2020
HD현대마린엔진,B,C,B,B+,2021
HD현대마린엔진,C,D,B,B,2022
HD현대마린엔진,B,C,B,B+,2023
HD현대마린엔진,C,C,C,B,2024
HD현대미포,A,A,A+,A,2020
HD현대미포,A,A,A+,A,2021
HD현대미포,B+,B+,A,B+,2022
HD현대미포,A,A,A+,A,2023
HD현대미포,A,A,A+,B+,2024
HD현대에너지솔루션,A,A,A+,B+,2021
HD현대에너지솔루션,A,A,A+,B+,2022
HD현대에너지솔루션,A,A,A+,B+,2023
HD현대에너지솔루션,A,A,A,B+,2024
HD현대인프라코어,A,A,A+,A,2020
HD현대인프라코어,A,A,A+,A,2021
HD현대인프라코어,B+,B+,A,B+,2022
HD현대인프라코어,A,A,A+,A,2023
HD현대인프라코어,A,A+,A+,B+,2024
HD현대일렉트릭,A,A,A+,A,2020
HD현대일렉트릭,A,A,A+,A,2021
HD현대일렉트릭,B+,B+,A,B+,2022
HD현대일렉트릭,A,A,A+,A,2023
HD현대일렉트릭,A,A,A+,A,2024
HD현대중공업,-,-,-,-,2021
HD현대중공업,B+,B+,A,B+,2022
HD현대중공업,-,-,-,-,2023
HD현대중공업,A,A,A,B+,2024
HJ중공업,B,B,B,B+,2020
HJ중공업,B,C,B,B+,2021
HJ중공업,B,C,B+,B+,2022
HJ중공업,B,C,B,B+,2023
HJ중공업,B+,B,B+,B+,2024
HL D&I,B+,B,B+,B+,2020
HL D&I,B+,B+,B+,B+,2021
HL D&I,B+,B+,A,B+,2022
HL D&I,B+,B+,B+,B+,2023
HL D&I,A,A,A+,B+,2024
HLB글로벌,C,D,B,C,2020
HLB글로벌,C,D,C,B,2021
HLB글로벌,D,D,C,D,2022
HLB글로벌,C,D,C,B,2023
HLB글로벌,D,D,D,D,2024
HL만도,A,A,A+,A,2020
HL만도,A,B+,A+,A,2021
HL만도,A,A,A,B+,2022
HL만도,A,B+,A+,A,2023
HL만도,A,B+,A+,A,2024
HL홀딩스,B+,B,B+,A,2020
HL홀딩스,A,B,A+,A,2021
HL홀딩스,B+,B+,A,B+,2022
HL홀딩스,A,B,A+,A,2023
HL홀딩스,A,A,A+,A,2024
HMM,A,A,A+,A,2020
HMM,A,A,A+,A,2021
HMM,A,A+,A,B+,2022
HMM,A,A,A+,A,2023
HMM,A,A+,A+,B+,2024
HS애드,B,D,B+,B+,2020
HS애드,B,D,B,B,2021
HS애드,B,D,B,B+,2022
HS애드,B,D,B,B,2023
HS애드,B,D,C,B+,2024
HS화성,B,C,B,B+,2020
HS화성,B,C,B+,B+,2021
HS화성,B,C,B+,B,2022
HS화성,B,C,B+,B+,2023
HS화성,C,C,C,B+,2024
HS효성첨단소재,A+,A+,A+,A,2020
HS효성첨단소재,A,A,A+,A,2021
HS효성첨단소재,A,B+,A+,A,2022
HS효성첨단소재,A,A,A+,A,2023
HS효성첨단소재,A,A,A+,A,2024
JB금융지주,A+,A,A,A+,2020
JB금융지주,A+,A,A+,A+,2021
JB금융지주,A,A,A+,A,2022
JB금융지주,A+,A,A+,A+,2023
JB금융지주,A,A+,A,A,2024
JW생명과학,B+,B+,B+,B+,2020
JW생명과학,B,B,B+,B,2021
JW생명과학,C,C,B+,C,2022
JW생명과학,B,B,B+,B,2023
JW생명과학,B+,B+,A,B,2024
JW중외제약,B,B,B+,B,2020
JW중외제약,B,C,B+,B+,2021
JW중외제약,C,B,B+,D,2022
JW중외제약,B,C,B+,B+,2023
JW중외제약,B+,B,A,B+,2024
JW홀딩스,B+,C,B+,B+,2020
JW홀딩스,B,D,B+,B+,2021
JW홀딩스,B+,C,B+,B+,2022
JW홀딩스,B,D,B+,B+,2023
JW홀딩스,B+,B,A,B+,2024
KB금융,A+,A+,A+,A+,2020
KB금융,A+,A+,A+,A+,2021
KB금융,A+,A+,A+,A+,2022
KB금융,A+,A+,A+,A+,2023
KB금융,A+,A+,A+,A+,2024
KC그린홀딩스,B,B,B+,B,2020
KC그린홀딩스,B,D,C,B+,2021
KC그린홀딩스,D,D,D,C,2022
KC그린홀딩스,B,D,C,B+,2023
KC그린홀딩스,C,C,D,C,2024
KC코트렐,B,B,B,B,2020
KC코트렐,C,D,C,B+,2021
KC코트렐,D,D,D,C,2022
KC코트렐,C,D,C,B+,2023
KC코트렐,C,C,D,C,2024
KEC,B,B+,B+,C,2020
KEC,B,B,B+,B,2021
KEC,C,C,D,C,2022
KEC,B,B,B+,B,2023
KEC,D,C,C,D,2024
KG모빌리티,B+,B+,B,B+,2020
KG모빌리티,D,C,C,D,2024
KG스틸,B,B,B+,B,2020
KG스틸,B,B+,B,B,2021
KG스틸,C,B,B+,D,2022
KG스틸,B,B+,B,B,2023
KG스틸,B,B+,A,C,2024
KG케미칼,D,C,C,D,2020
KG케미칼,C,C,C,B,2021
KG케미칼,D,D,D,D,2022
KG케미칼,C,C,C,B,2023
KG케미칼,C,C,D,C,2024
KH 필룩스,C,C,B,B,2020
KH 필룩스,C,C,B,C,2021
KH 필룩스,D,D,C,D,2022
KH 필룩스,C,C,B,C,2023
KH 필룩스,D,C,C,D,2024
KIB플러그에너지,C,B,C,C,2020
KIB플러그에너지,C,D,C,B,2021
KIB플러그에너지,D,D,C,D,2022
KIB플러그에너지,C,D,C,B,2023
KIB플러그에너지,D,D,D,D,2024
KISCO홀딩스,C,B,B,C,2020
KISCO홀딩스,B,B,B,B,2021
KISCO홀딩스,C,C,D,C,2022
KISCO홀딩스,B,B,B,B,2023
KISCO홀딩스,D,C,D,D,2024
KPX케미칼,B,B,C,B,2020
KPX케미칼,C,B,C,C,2021
KPX케미칼,D,C,C,D,2022
KPX케미칼,C,B,C,C,2023
KPX케미칼,C,C,C,C,2024
KPX홀딩스,C,C,C,B,2020
KPX홀딩스,B,B,C,B+,2021
KPX홀딩스,C,D,C,C,2022
KPX홀딩스,B,B,C,B+,2023
KPX홀딩스,C,C,C,C,2024
KR모터스,C,D,C,B,2020
KR모터스,C,D,C,B,2021
KR모터스,D,D,D,D,2022
KR모터스,C,D,C,B,2023
KR모터스,D,D,D,D,2024
KSS해운,B+,B,B+,B+,2020
KSS해운,A,B+,A+,A,2021
KSS해운,B+,B+,A,B+,2022
KSS해운,A,B+,A+,A,2023
KSS해운,B+,B+,A,B+,2024
KTcs,B,D,B+,B+,2020
KTcs,A,B+,A,A,2021
KTcs,A,B+,A,A,2022
KTcs,A,B+,A,A,2023
KTcs,A,A,A,A,2024
KTis,B,D,B+,B+,2020
KTis,A,B+,A+,A,2021
KTis,B+,B+,B+,B+,2022
KTis,A,B+,A+,A,2023
KTis,B+,B+,A,B+,2024
LF,B,D,B,B+,2020
LF,B,D,B,B+,2021
LF,B,D,B,B+,2022
LF,B,D,B,B+,2023
LF,B+,B,B,B+,2024
LG,A,B+,A+,B+,2020
LG,A,A,A+,A,2021
LG,A,B+,A+,A,2022
LG,A,A,A+,A,2023
LG,A,A,A+,A,2024
LG디스플레이,B+,B,A,B+,2020
LG디스플레이,B+,B,A,B+,2021
LG디스플레이,A,A,A,B+,2022
LG디스플레이,B+,B,A,B+,2023
LG디스플레이,B+,A,A+,B,2024
LG생활건강,A,A,A+,A,2020
LG생활건강,A,A,A+,A,2021
LG생활건강,A,A,A+,A,2022
LG생활건강,A,A,A+,A,2023
LG생활건강,A,A,A+,A,2024
LG에너지솔루션,-,-,-,-,2021
LG에너지솔루션,-,-,-,-,2022
LG에너지솔루션,-,-,-,-,2023
LG에너지솔루션,-,-,-,-,2024
LG유플러스,B,B+,B+,B,2020
LG유플러스,A,A,A+,A,2021
LG유플러스,A,A,B+,A,2022
LG유플러스,A,A,A+,A,2023
LG유플러스,A,A,A,A,2024
LG이노텍,A,A,A+,B+,2020
LG이노텍,A,A,A+,A,2021
LG이노텍,A,A,A+,A,2022
LG이노텍,A,A,A+,A,2023
LG이노텍,A,A,A+,A,2024
LG전자,B+,A,A+,B,2020
LG전자,A,A,A+,A,2021
LG전자,A,A,A+,A,2022
LG전자,A,A,A+,A,2023
LG전자,A,A+,A,A,2024
LG헬로비전,B+,D,B+,A,2020
LG헬로비전,B+,C,A,A,2021
LG헬로비전,A,B,A,A,2022
LG헬로비전,B+,C,A,A,2023
LG헬로비전,A,B+,A+,A,2024
LG화학,B,C,A,B+,2020
LG화학,B+,B+,A,B+,2021
LG화학,B,C,A,B+,2022
LG화학,B+,B+,A,B+,2023
LG화학,A,B+,A+,A,2024
LIG넥스원,A,B+,A,A,2020
LIG넥스원,A,A,A+,A,2021
LIG넥스원,A,A,A+,A,2022
LIG넥스원,A,A,A+,A,2023
LIG넥스원,A,A,A+,A,2024
LS,B+,B,B+,A,2020
LS,A,B+,A+,B+,2021
LS,C,B+,A,C,2022
LS,A,B+,A+,B+,2023
LS,A,A,A,A,2024
LS네트웍스,B,D,B+,B,2020
LS네트웍스,C,D,C,B,2021
LS네트웍스,B,C,B+,B,2022
LS네트웍스,C,D,C,B,2023
LS네트웍스,B+,B,A,B+,2024
LS에코에너지,B,D,C,B+,2020
LS에코에너지,B,D,C,B+,2021
LS에코에너지,C,D,D,B,2022
LS에코에너지,B,D,C,B+,2023
LS에코에너지,C,D,C,B,2024
LX세미콘,B,C,B+,B+,2020
LX세미콘,B+,B,B+,B+,2021
LX세미콘,A,A,A+,B+,2022
LX세미콘,B+,B,B+,B+,2023
LX세미콘,B+,A,A,B+,2024
LX인터내셔널,A,A,A+,A,2020
LX인터내셔널,A,A,A+,A,2021
LX인터내셔널,A,B+,A,A,2022
LX인터내셔널,A,A,A+,A,2023
LX인터내셔널,B+,B+,A+,B,2024
LX하우시스,A,A,A+,A,2020
LX하우시스,A,A,A+,A,2021
LX하우시스,A,B+,A,A,2022
LX하우시스,A,A,A+,A,2023
LX하우시스,A,A,A,B+,2024
LX홀딩스,-,-,-,-,2022
LX홀딩스,B+,B+,A,B+,2024
MH에탄올,B,C,B,B+,2020
MH에탄올,B,B,D,B+,2021
MH에탄올,C,C,D,B,2022
MH에탄올,B,B,D,B+,2023
MH에탄올,D,D,D,C,2024
NAVER,A,B+,B+,A+,2020
NAVER,A+,A,A,A+,2021
NAVER,A,A,A,A,2022
NAVER,A+,A,A,A+,2023
NAVER,A+,A,A+,A+,2024
NH투자증권,B+,B,A+,B+,2020
NH투자증권,A,A,A+,A,2021
NH투자증권,B+,A,A,B+,2022
NH투자증권,A,A,A+,A,2023
NH투자증권,A,A,A,A,2024
NICE,B,D,B,B+,2020
NICE,B+,B,A,B+,2021
NICE,B+,C,B+,B+,2022
NICE,B+,B,A,B+,2023
NICE,B+,B,A,B+,2024
NICE평가정보,B,D,B,B,2020
NICE평가정보,B+,B,A,B,2021
NICE평가정보,-,-,-,-,2022
NICE평가정보,B+,B,A,B,2023
NICE평가정보,-,-,-,-,2024
NI스틸,C,D,C,B,2020
NI스틸,C,D,C,B,2021
NI스틸,D,D,D,C,2022
NI스틸,C,D,C,B,2023
NI스틸,D,D,D,D,2024
OCI,-,-,-,-,2024
OCI홀딩스,A,A,A+,A,2020
OCI홀딩스,A,B+,A+,A,2021
OCI홀딩스,A,B+,A,A,2022
OCI홀딩스,A,B+,A+,A,2023
OCI홀딩스,A,A,A,A,2024
PI첨단소재,B,C,B,B+,2020
PI첨단소재,B+,B+,B,B+,2021
PI첨단소재,-,-,-,-,2022
PI첨단소재,B+,B+,B,B+,2023
PI첨단소재,B+,B+,A,B,2024
POSCO홀딩스,A,A,B,A+,2020
POSCO홀딩스,A,A,B+,A+,2021
POSCO홀딩스,A,A,A,A+,2022
POSCO홀딩스,A,A,B+,A+,2023
POSCO홀딩스,A+,A,A+,A+,2024
S-Oil,A+,A,A+,A+,2020
S-Oil,A,B+,A+,A+,2021
S-Oil,A,B,A+,A+,2022
S-Oil,A,B+,A+,A+,2023
S-Oil,A+,A,A+,A+,2024
SBS,B,C,B,B+,2020
SBS,B,D,B+,B+,2021
SBS,C,D,D,B+,2022
SBS,B,D,B+,B+,2023
SBS,B+,B+,A,B+,2024
SGC에너지,C,C,B,C,2020
SGC에너지,B+,B+,A,B+,2021
SGC에너지,B+,B+,A,B+,2022
SGC에너지,B+,B+,A,B+,2023
SGC에너지,B+,A,A,B,2024
SG글로벌,D,C,C,D,2020
SG글로벌,C,C,C,C,2021
SG글로벌,D,D,D,D,2022
SG글로벌,C,C,C,C,2023
SG글로벌,D,C,D,D,2024
SG세계물산,C,D,B,C,2020
SG세계물산,C,D,B,C,2021
SG세계물산,D,D,D,D,2022
SG세계물산,C,D,B,C,2023
SG세계물산,D,D,D,D,2024
SHD,D,D,C,D,2020
SHD,C,D,C,B,2021
SHD,D,D,D,C,2022
SHD,C,D,C,B,2023
SHD,C,D,D,B,2024
SH에너지화학,C,C,C,B+,2020
SH에너지화학,B,B,D,B+,2021
SH에너지화학,C,C,D,B+,2022
SH에너지화학,B,B,D,B+,2023
SH에너지화학,C,C,D,B,2024
SIMPAC,C,C,B,C,2020
SIMPAC,B,B,B,B,2021
SIMPAC,D,D,C,D,2022
SIMPAC,B,B,B,B,2023
SIMPAC,D,C,C,D,2024
SJG세종,C,B,B+,C,2020
SJG세종,B,B,B,B,2021
SJG세종,C,D,B,D,2022
SJG세종,B,B,B,B,2023
SJG세종,D,C,C,D,2024
SK,A+,A,A+,A+,2020
SK,A+,A+,A+,A+,2021
SK,A+,A,A,A+,2022
SK,A+,A+,A+,A+,2023
SK,A+,A,A+,A+,2024
SKC,B+,B+,A+,B,2020
SKC,A,A,A+,B+,2021
SKC,A,B+,A+,A,2022
SKC,A,A,A+,B+,2023
SKC,A+,A+,A+,A,2024
SK가스,A,B+,A+,A,2020
SK가스,A,A,A+,A,2021
SK가스,A,A,A+,A,2022
SK가스,A,A,A+,A,2023
SK가스,A+,A+,A+,A,2024
SK네트웍스,A,B+,A+,A,2020
SK네트웍스,A,B+,A+,A,2021
SK네트웍스,A,A,A+,B+,2022
SK네트웍스,A,B+,A+,A,2023
SK네트웍스,A,A,A+,A,2024
SK디스커버리,A,B,A,A,2020
SK디스커버리,A,A,A+,A,2021
SK디스커버리,A,A,A+,B+,2022
SK디스커버리,A,A,A+,A,2023
SK디스커버리,A,A+,A+,A,2024
SK디앤디,B,C,B,B+,2020
SK디앤디,A,A,A+,A,2021
SK디앤디,A,A,A,A,2022
SK디앤디,A,A,A+,A,2023
SK디앤디,A,A,A+,A,2024
SK렌터카,B,B,C,B,2020
SK렌터카,A,B+,A+,B+,2021
SK렌터카,B+,A,A,B+,2022
SK렌터카,A,B+,A+,B+,2023
SK렌터카,A,A+,A+,A,2024
SK바이오사이언스,-,-,-,-,2021
SK바이오사이언스,A,A,A+,A,2022
SK바이오사이언스,-,-,-,-,2023
SK바이오사이언스,A,B+,A,A,2024
SK스퀘어,-,-,-,-,2022
SK스퀘어,A,A,A+,A,2024
SK아이이테크놀로지,-,-,-,-,2021
SK아이이테크놀로지,-,-,-,-,2022
SK아이이테크놀로지,-,-,-,-,2023
SK아이이테크놀로지,A,A,A+,B+,2024
SK이노베이션,A,A,A,A,2020
SK이노베이션,A+,A,A+,A+,2021
SK이노베이션,A,B+,A+,A+,2022
SK이노베이션,A+,A,A+,A+,2023
SK이노베이션,A+,A,A+,A+,2024
SK증권,B,D,A,B,2020
SK증권,B+,C,A,B+,2021
SK증권,B+,C,B+,B+,2022
SK증권,B+,C,A,B+,2023
SK증권,B+,B,B+,B+,2024
SK케미칼,B+,B+,A,B+,2020
SK케미칼,A,A,A+,A,2021
SK케미칼,A+,A+,A+,A,2022
SK케미칼,A,A,A+,A,2023
SK케미칼,A+,A+,A+,A,2024
SK텔레콤,A,A+,A,A,2020
SK텔레콤,A,A,A+,A,2021
SK텔레콤,A,A+,A,A,2022
SK텔레콤,A,A,A+,A,2023
SK텔레콤,A,A,A,A,2024
SK하이닉스,A,A,A+,A,2020
SK하이닉스,A,B+,A+,A,2021
SK하이닉스,B+,B+,A,B+,2022
SK하이닉스,A,B+,A+,A,2023
SK하이닉스,A,A,A+,A,2024
SNT다이내믹스,B+,B+,B+,B+,2020
SNT다이내믹스,B,B,C,B,2021
SNT다이내믹스,C,C,C,B,2022
SNT다이내믹스,B,B,C,B,2023
SNT다이내믹스,C,C,C,C,2024
SNT모티브,B+,B,B+,B+,2020
SNT모티브,B,C,B,B+,2021
SNT모티브,C,C,D,B,2022
SNT모티브,B,C,B,B+,2023
SNT모티브,C,C,C,C,2024
SNT에너지,B+,B,B,B+,2020
SNT에너지,B,B,B,B,2021
SNT에너지,C,D,C,C,2022
SNT에너지,B,B,B,B,2023
SNT에너지,D,D,C,D,2024
SNT홀딩스,B+,C,B+,B+,2020
SNT홀딩스,B+,B,B,B+,2021
SNT홀딩스,C,C,C,B,2022
SNT홀딩스,B+,B,B,B+,2023
SNT홀딩스,B,C,C,B+,2024
SPC삼립,B+,B,A,B,2020
SPC삼립,B+,B,A,B+,2021
SPC삼립,B,C,B+,B,2022
SPC삼립,B+,B,A,B+,2023
SPC삼립,D,C,C,D,2024
STX,B,C,B+,B,2020
STX,B,D,B,B+,2021
STX,C,D,C,C,2022
STX,B,D,B,B+,2023
STX,C,D,C,C,2024
STX엔진,B+,B+,B+,B,2020
STX엔진,B+,B,B,B+,2021
STX엔진,C,D,B,D,2022
STX엔진,B+,B,B,B+,2023
STX엔진,C,C,B,D,2024
SUN&L,B+,B,B,B+,2020
SUN&L,B+,B,B,B+,2021
SUN&L,C,D,C,B,2022
SUN&L,B+,B,B,B+,2023
SUN&L,C,C,C,C,2024
TCC스틸,C,B,B,C,2020
TCC스틸,B,B,C,B,2021
TCC스틸,C,C,C,C,2022
TCC스틸,B,B,C,B,2023
TCC스틸,C,B+,B+,D,2024
TP,C,D,B+,B,2020
TP,B,C,B+,B,2021
TP,C,D,B,D,2022
TP,B,C,B+,B,2023
TP,D,D,C,D,2024
TYM,B+,B,B+,B+,2020
TYM,A,B+,A+,B+,2021
TYM,B+,B,B+,B+,2022
TYM,A,B+,A+,B+,2023
TYM,B+,B+,A,B,2024
WISCOM,C,C,C,B+,2020
WISCOM,C,C,C,B+,2021
WISCOM,C,D,D,B,2022
WISCOM,C,C,C,B+,2023
WISCOM,C,C,C,B,2024
YG PLUS,B,D,B,B,2020
YG PLUS,C,D,C,B,2021
YG PLUS,D,D,D,D,2022
YG PLUS,C,D,C,B,2023
YG PLUS,D,D,D,D,2024
가온전선,B+,B,B+,B+,2020
가온전선,B+,B,B+,B+,2021
가온전선,B,C,B+,B+,2022
가온전선,B+,B,B+,B+,2023
가온전선,B+,B+,A,B,2024
강남제비스코,B,B,C,B,2020
강남제비스코,B,B,B,B+,2021
강남제비스코,C,C,B,B,2022
강남제비스코,B,B,B,B+,2023
강남제비스코,B+,B+,B+,B+,2024
강원랜드,A,B,A,A,2020
강원랜드,A,B+,A,A,2021
강원랜드,A,B+,A+,A,2022
강원랜드,A,B+,A,A,2023
강원랜드,A,A+,A+,A,2024
갤럭시아에스엠,C,D,C,C,2020
갤럭시아에스엠,C,D,D,B,2021
갤럭시아에스엠,D,D,D,D,2022
갤럭시아에스엠,C,D,D,B,2023
갤럭시아에스엠,D,D,D,D,2024
경농,C,B,B+,C,2020
경농,B,B,B,B,2021
경농,C,C,D,B,2022
경농,B,B,B,B,2023
경농,C,C,D,B+,2024
경동나비엔,B+,B,B+,B+,2020
경동나비엔,B+,B+,B+,B+,2021
경동나비엔,C,C,B,D,2022
경동나비엔,B+,B+,B+,B+,2023
경동나비엔,B,B+,A,C,2024
경동도시가스,B+,B,A,B+,2020
경동도시가스,A,B+,A,A,2021
경동도시가스,B,C,B+,B,2022
경동도시가스,A,B+,A,A,2023
경동도시가스,C,C,B+,D,2024
경동인베스트,B,C,B,B+,2020
